Nir_610nm,Nir_680nm,Nir_730nm,Nir_760nm,Nir_810nm,Nir_860nm,Blood_Prediction
2788.766309,2346.95332,2431.160156,3901.411182,4844.669824,4596.974219,1
2790.54292,2350.082227,2430.698193,3900.408203,4844.463184,4596.59707,1
2785.974414,2347.237793,2428.850439,3898.602686,4840.330762,4593.768457,1
2786.482031,2348.375537,2429.081396,3899.806348,4841.157324,4593.768457,1
2784.959326,2348.375537,2427.233643,3898.602686,4838.678027,4591.88252,1
2782.421338,2348.375537,2425.385937,3896.59668,4836.405273,4589.808008,1
2782.675146,2349.513379,2426.540771,3898.201465,4836.611914,4589.430762,1
2743.589697,2318.508887,2381.27124,3839.022363,4770.495605,4550.20498,1
2595.623682,2201.602051,2276.412109,3701.205127,4618.428223,4459.117871,1
2647.399121,2245.406592,2298.58501,3731.496826,4650.659863,4479.485156,1
2650.698584,2249.388818,2298.354053,3731.496777,4648.180566,4477.222266,1
1207.83938,1058.418799,1771.517944,2057.228076,3061.390039,2138.754736,1
1219.2604,1066.667725,1768.746338,2054.41958,3057.877637,2135.171582,1
1218.245239,1066.667725,1767.360596,2052.614209,3055.811523,2134.228711,1
1217.991431,1066.667725,1767.360571,2051.410547,3057.670947,2132.719922,1
1219.260376,1066.383276,1768.746387,2051.009326,3059.737061,2131.965576,1
1219.767969,1066.667725,1771.05603,2051.009326,3062.836328,2131.211279,1
1220.021777,1066.667725,1773.134766,2050.808691,3062.216406,2130.268408,1
1219.260376,1066.383276,1771.517969,2049.805615,3060.976807,2130.079834,1
1221.544629,1065.81438,1770.594116,2049.605029,3060.356885,2129.325537,1
1222.813599,1065.245483,1769.901196,2049.404443,3059.53042,2129.136963,1
1225.859253,1065.245483,1769.208252,2048.602002,3057.670996,2128.382471,1
1228.143433,1065.245483,1767.82251,2048.601953,3055.398242,2128.193848,1
1229.158667,1065.245483,1766.898657,2047.799487,3053.745313,2127.439551,1
1230.681494,1066.383276,1766.205737,2048.401367,3051.265918,2126.873828,1
1229.412451,1066.098828,1764.819922,2047.197705,3048.579932,2125.742383,1
1227.635864,1066.098828,1763.434131,2046.194702,3045.480762,2124.987988,1
1222.559814,1065.529932,1762.048315,2044.99104,3041.348535,2124.044971,1
1222.55979,1065.245483,1762.048315,2044.389209,3039.489014,2123.667822,1
1219.514209,1065.245483,1760.893433,2043.787378,3037.009619,2122.536377,1
1215.961011,1065.245483,1760.200562,2043.185547,3034.530273,2121.970654,1
665.7202515,574.0094482,888.530603,1090.902612,1501.665845,1319.725391,1
666.9892334,576.0005493,885.2970337,1087.893506,1496.70708,1316.896606,1
665.7202515,576.0005493,884.3731689,1087.291748,1494.227759,1315.765088,1
664.9588623,575.1472046,882.2944946,1086.288696,1492.368262,1314.444946,1
664.1974365,574.5783081,882.0635254,1085.285645,1490.3021,1313.502075,1
662.6746338,574.009436,880.67771,1084.282593,1488.235938,1312.747681,1
662.1670288,573.725,880.2157715,1083.480151,1485.963184,1311.616211,1
660.3904053,573.1561279,878.8299561,1082.67771,1484.516943,1311.239014,1
657.3447998,572.5872314,878.1370483,1081.072827,1481.211108,1310.107495,1
656.5833984,572.3027832,876.9822266,1080.0698,1479.351563,1309.353149,1
653.537793,571.7338867,874.90354,1078.866235,1477.285425,1308.221631,1
649.2231812,571.7338867,873.5177246,1077.662573,1474.599512,1307.655884,1
646.6851562,570.880542,873.5177246,1077.461963,1472.53335,1307.090088,1
644.6547363,570.880542,873.0557861,1076.860132,1470.88042,1306.335767,1
642.8781494,571.1649902,873.0557861,1077.261353,1469.434106,1305.392822,1
641.3553345,571.4494385,874.2106323,1077.060742,1467.987793,1305.015625,1
640.5939209,571.7338867,875.1345093,1077.461963,1467.574609,1304.827051,1
639.5787354,570.3116455,874.2106323,1077.060742,1466.541602,1304.072754,1
638.5635498,570.3116455,874.4416016,1077.060742,1465.095288,1303.506958,1
639.0711426,571.7338867,873.9796631,1077.261353,1464.268823,1303.129761,1
291.8712524,345.0314392,409.9666748,523.78573,835.3377808,772.825769,1
292.3788513,346.7381104,409.2737671,522.983313,833.6848755,771.3170776,1
291.8712463,347.0225525,408.8118286,522.5820923,832.8584106,770.7513184,1
291.8712463,346.4536682,408.5808655,522.1808716,831.8253296,770.3741455,1
291.8712463,346.4536682,407.6570129,521.5790405,831.6187134,770.1855591,1
291.8712463,347.0225525,407.8879761,521.3784302,831.6187134,770.3741455,1
291.8712463,347.0225525,407.8879761,521.3784302,831.6187134,770.3741455,1
291.8712463,348.160321,407.8879761,520.9772095,831.6187256,770.3741455,1
291.8712463,348.4447632,407.8879761,521.1778198,831.2055054,770.3741455,1
291.3636414,348.4447632,408.1189392,520.9772095,830.5856934,770.3741455,1
291.6174438,348.160321,407.6570129,520.5759888,830.3790771,770.3741455,1
291.8712463,348.160321,407.8879761,520.9772095,830.7922974,770.3741455,1
291.6174438,348.4447632,408.1189392,520.5759888,830.3790771,770.3741455,1
291.8712463,348.4447632,408.1189392,520.5759888,830.5856934,770.3741455,1
291.8712463,348.4447632,407.6570129,520.5759888,830.3790771,770.3741455,1
291.8712463,348.4447632,408.3499023,520.5759888,829.9658447,770.3741455,1
291.8712463,348.4447632,407.6570129,520.5759888,829.7592285,770.1855591,1
291.6174438,348.4447632,407.8879761,520.5759888,829.5526123,770.3741455,1
291.6174438,349.5825562,407.8879761,520.5759888,829.5526123,770.5627319,1
291.1098389,349.8670044,408.3499023,520.3753906,829.5526123,770.3741455,1
1799.449707,1768.392749,2504.376709,2825.754736,3201.267188,2252.849365,1
1806.302319,1774.93501,2495.138037,2816.326221,3189.903516,2247.191699,1
1805.033301,1771.237231,2487.516113,2808.301904,3183.291846,2243.797168,1
1802.749097,1769.81499,2481.27998,2802.684912,3176.886816,2241.156934,1
1801.733862,1768.108301,2477.584473,2799.274561,3172.134863,2239.459717,1
1799.957275,1766.970508,2471.810303,2794.460059,3167.175977,2236.819482,1
1798.688257,1765.263916,2468.114844,2790.046631,3162.630566,2234.933691,1
1795.135059,1763.557251,2463.033643,2784.630176,3157.051953,2233.424854,1
1793.61228,1761.850562,2460.031006,2781.821777,3153.746191,2231.350537,1
1794.881274,1759.859424,2456.104541,2778.010205,3149.820508,2230.030469,1
1794.881274,1759.006079,2453.102002,2774.399316,3146.721338,2228.52168,1
1794.881274,1757.868286,2448.94458,2771.1896,3142.17583,2227.20166,1
1794.373657,1757.299438,2447.327832,2768.782275,3139.076611,2225.881543,1
1793.86604,1757.299438,2443.632324,2766.174414,3135.564209,2224.372803,1
1794.373657,1757.015015,2442.939453,2764.970801,3132.878271,2223.618506,1
1795.388892,1756.446167,2440.398779,2762.764063,3130.812061,2222.487012,1
1795.388867,1756.446167,2439.243945,2760.757959,3129.159229,2221.732568,1
1794.119873,1755.877271,2436.703369,2758.751855,3125.440186,2220.789648,1
1794.119849,1755.308374,2435.779492,2757.548242,3123.167432,2219.469629,1
1792.59707,1754.455029,2433.700732,2754.94043,3119.654932,2218.149463,1
